"pinyinnum","pinyintone","pinyinnone","traditional","simplified","MC","OC","radsup","morph","variant","Kroll","zdic","note"
"yao2~ye3","yáo~yě","yao~ye","姚冶","姚冶","yew~yaeX","NA~NA","NA","RR","NA","fine and featly, graceful and seemly","美豔的樣子。荀子．非相：「鄉曲之儇子，莫不美麗姚冶。」","NA"
"wo3~nuo3","wǒ~nuǒ","wo~nuo","婐㛂","婐㛂","'waeX~nwaeX","NA~NA","女","RR","NA","soft and delicate, attractive and lovely","NA","NA"
"pian2~juan1","pián~juān","pian~juan","㛹娟","㛹娟","ben~'jwen","NA~NA","女","RR","NA","lithe and lissome, gracefully shaped; also curving and coiling around","NA","NA"
"pan2~shan1","pán~shān","pan~shan","媻姍","媻姗","ban~san","NA~NA","女","RR","蹣跚","sauntering slowly, lingering languidly, scuffling and shuffling","NA","not sure about radical support; pan2 also pronounced po2"
"pan2~shan1","pán~shān","pan~shan","媻珊","媻珊","ban~san","NA~NA","NA","RR","蹣跚","sauntering slowly, lingering languidly, scuffling and shuffling","參差縱橫的樣子。亦作「媻姍」。膝行匍匐的樣子。亦作「媻姍」。","not sure about radical support; pan2 also pronounced po2"
"zhuan1~huan2","zhuān~huán","zhuan~huan","嫥捖","嫥捖","tsywen~hwan","NA~NA","NA","RR","NA","combine and complement, bring into harmony, blend and temper","NA","NA"
"wu3~mei4","wǔ~mèi","wu~mei","嫵媚","妩媚","mjuX~mijH","NA~*mrəjʔ-s","女","RR","NA","winning and winsome, attractively appealing","形容女子姿態嬌美可愛的樣子。文選．司馬相如．上林賦：「柔橈嫚嫚，嫵媚纖弱。」初刻拍案驚奇．卷二十：「可憐嫵媚清閨女，權作追隨宦室人！」近嬌媚、娟秀形容景致優美動人。宋．辛棄疾．賀新郎．甚矣吾衰矣詞：「我見青山多嫵媚，料青山、見我應如是。」","NA"
"chan2~juan1","chán~juān","chan~juan","嬋娟","婵娟","dzyen~'jen","NA~NA","女","RR","蟬娟","charming; lovely","形容姿態曼妙優雅。唐．孟郊．嬋娟篇：「花嬋娟，泛春泉；竹嬋娟，籠曉煙。」元．沈禧．一枝花．天生瑚璉套．梁州曲：「腰肢嫋娜，體態嬋娟。」亦作「嬋媛」。美女、美人。唐．方干．贈趙崇侍御詩：「卻教鸚鵡呼桃葉，便遣嬋娟唱竹枝。」清．孔尚任．桃花扇．第二齣：「一帶妝樓臨水蓋，家家分影照嬋娟。」或稱為「婢娟」。形容月色明媚或指明月。唐．劉長卿．湘妃詩：「嬋娟湘江月，千載空蛾眉。」宋．蘇軾．水調歌頭．明月幾時有詞：「但願人長久，千里共嬋娟」。","NA"
"chan2~yuan2","chán~yuán","chan~yuan","嬋媛","婵媛","dzyen~hjwen","NA~*[ɢ]ʷra[n]-s","女","RR","蟬媛","attractive and alluring; prelongedt and drawn out, reluctant","形容姿態曼妙優雅。後漢書．卷八十．文苑傳下．邊讓傳：「形便娟以嬋媛兮，若流風之靡草。」亦作「嬋娟」。牽引、縈繞。楚辭．屈原．離騷：「女嬃之嬋媛兮，申申其詈予。」文選．張衡．南都賦：「結根竦本，垂條嬋媛。」或作「撣媛」。","NA"
"qian1~qu1","qiān~qū","qian~qu","孅趨","孅趋","tshjem~tshju","NA~*[ts]ʰro","NA","RR","NA","cunningly clever, craftily crooked","過分謙虛恭敬。史記．卷一二七．褚少孫補日者傳：「卑疵而前，孅趨而言。」","NA"
"meng4~lang2","mèng~láng","meng~lang","孟浪","孟浪","maengH~lang","*mˤraŋ-s~*[r]ˤaŋ","NA","RR","NA","crass, impetous","言行輕率、冒失。莊子．齊物論：「夫子以為孟浪之言，而我以為妙道之行也。」聊齋志異．卷十．葛巾：「偃臥空齋，自悔孟浪。」近鹵莽、輕率","NA"
"mi4~wu4","mì~wù","mi~wu","密勿","密勿","mit~mjut","*mri[t]~*mut","NA","RR","NA","put forth one's finely coordinated effort","勤奮努力。宋書．卷四十二．劉穆之傳：「密勿軍國，心力俱盡。」慎密、機密。三國志．卷十六．魏書．杜畿傳：「與聞政事密勿大臣，寧有懇懇憂此者乎？」唐．李德裕．謝賜讓官批答狀：「承訏俞之命，或慮闕遺，奉密勿之機，實憂不逮。」","NA"
"liao2~liang4","liáo~liàng","liao~liang","寥亮","寥亮","lew~ljangH","NA~*[r]aŋ-s","NA","RR","NA","penetratingly clear, distantly or endlessly resonant (of sound)","NA","cf. 嘹亮 liao2liang4"
"liao2~li4","liáo~lì","liao~li","寥唳","寥唳","lew~ljejH","NA~NA","NA","RR","寥戾","penetratingly clear, distantly or endlessly resonant (of sound)","NA","cf. 嘹唳 liao2li4"
"liao2~kuo4","liáo~kuò","liao~kuo","寥廓","寥廓","lew~khwak","NA~*kʷʰˤak","宀","RR","NA","enless expanse, unmeasured infinity, empty space","空曠、深遠。楚辭．屈原．遠遊：「下崢嶸而無地兮，上寥廓而無天。」文選．曹植．贈白馬王彪詩：「太谷何寥廓，山樹鬱蒼蒼。」冷清、空洞。文選．左思．詠史八首之七：「長卿還成都，壁立何寥廓。」形容氣度寬宏。南朝梁．劉勰．文心雕龍．雜文：「宋玉含才，頗亦負俗，始造對問，以申其志，放懷寥廓，氣實使之。」","NA"
"meng2~rong2","méng~róng","meng~rong","尨茸","尨茸","muwng~nyong","*mˤroŋ~NA","NA","RR","NA","rough and ragged, jumbled, befuddled and fuzzy","雜多紛亂的樣子。左傳．僖公五年：「狐裘尨茸，一國三公，吾誰適從？」","cf. 尨 meng2 also mang2 (MC maewng)"
"jue2~qiang2","jué~qiáng","jue~qiang","屈強","屈强","gjut~gjang","*Nə-[kʰ]ut~NA","NA","RR","NA","intractable, intransigent; obstinate and unyielding","NA","NA"
"jue2~qiao2","jué~qiáo","jue~qiao","屈橋","屈桥","gjut~gjuw","*Nə-[kʰ]ut~*[g](r)aw","NA","RR","NA","strong and sturdy, stout and stalwart","NA","NA"
"bing2~ying2","bíng~yíng","bing~ying","屏營","屏营","peng~yweng","*[b]ˤeŋ~*[ɢ]ʷeŋ","NA","RR","NA","waver and haver; hem and haw, fearfully faltering; tense and timid","惶恐。國語．吳語：「王親獨行，屏營仿偟於山林之中，三日乃見其涓人疇。」文選．李陵．與蘇武詩三首之一：「屏營衢路側，執手野踟躕。」","bing1 also pronounced as ping2"
"xi4~bi4","xì~bì","xi~bi","屓奰","屓奰","khijH~bijH","NA~NA","NA","RR","屭奰, 屓奰","exerting extraordinary force","NA","NA"
"xi4~bi4","xì~bì","xi~bi","屭奰","屭奰","khijH~bijH","NA~NA","NA","RR","屭奰, 屓奰","exerting extraordinary force","NA","NA"
"yi4~zu2","yì~zú","yi~zu","屹崒","屹崒","ngj+t~dzwit","NA~NA","山","RR","屹崒, 屹崪","steep and sheer","NA","NA"
"yi4~zu2","yì~zú","yi~zu","屹崪","屹崪","ngj+t~dzwit","NA~NA","山","RR","屹崒, 屹崪","steep and sheer","NA","NA"
"cen2~yin2","cén~yín","cen~yin","岑崟","岑崟","dzrim~ngim","NA~NA","山","RR","NA","peak and pointed; sharp and steep","高峻的樣子。文選．司馬相如．子虛賦：「岑崟參差，日月蔽虧。」文選．潘尼．迎大駕詩：「南山鬱岑崟，浴川迅且急。」","NA"
"zuo2~e4","zuó~è","zuo~e","岝崿","岝崿","dzak~ngak","NA~NA","山","RR","岞崿, 岝崿","rugged and steep, perilously peeked","NA","NA"
"zuo2~e4","zuó~è","zuo~e","岞崿","岞崿","dzak~ngak","NA~NA","山","RR","岞崿, 岝崿","rugged and steep, perilously peeked","NA","NA"
"fu2~yu4","fú~yù","fu~yu","岪鬱","岪鬱","bjut~'jut","NA~*qut","NA","RR","茀鬱","crookedly looping (very ridged mountains)","NA","NA"
"ling2~lin2","líng~lín","ling~lin","岺嶙","岺嶙","leng~lin","NA~NA","山","RR","NA","rising in layers; ringing resonantly (echoing mountaings)","NA","cf. 崚嶒 ling2ceng2"
"zu2~wu4","zú~wù","zu~wu","崒兀","崒兀","dzwit~ngwot","NA~*[ŋ]ˤut","NA","RR","NA","rearing ruggedly, precipitously poised","高聳而險峻。唐．杜甫．自京赴奉先縣詠懷五百字詩：「群冰從西下，極目高崒兀。」","NA"
"ling2~ceng2","líng~céng","ling~ceng","崚嶒","崚嶒","ling~dzing","NA~NA","山","RR","NA","rise layer upon layer","山勢高峻重疊。南朝梁．沈約．游鍾山詩應西陽王教詩：「鬱嵂構丹巘，崚嶒起青嶂。」唐．陳子昂．送魏兵曹使巂州得登字詩：「勿以王陽道，迢遞畏崚嶒。」或作「嶒稜」、「嶒崚」。形容人性情剛直、堅貞不屈。如：「傲骨崚嶒」。","cf. 岺嶙 ling2lin2"
"beng1~teng2","bēng~téng","beng~teng","崩騰","崩腾","pong~dong","*Cə.pˤəŋ~*lˤəŋ","月","RR","NA","pulsing and pounding","NA","NA"
"wei1~wei2","wēi~wéi","wei~wei","崴嵬","崴嵬","ngeaj~xwoj","*[ʔ]ˤruj~*N-qʰˤuj","山","RR","NA","precipitously piled, pinnacled and poised","高而不平的樣子。楚辭．屈原．九章．抽思：「軫石崴嵬，蹇吾願兮。」","NA"
"zi1~li2","zī~lí","zi~li","嵫釐","嵫釐","tsi~li","NA~*[r]ə","NA","RR","NA","peaked and pinnacled, crested and cusped","高大險峻的樣子。文選．王延壽．魯靈光殿賦：「紛庬鴻兮，崱屴嵫釐。」","NA"
"die2~nie4","dié~niè","die~nie","嵽嵲","嵽嵲","det~nget","NA~NA","山","RR","NA","hilly heights","高山或指山的高處。唐．杜甫．自京赴奉先縣詠懷五百字詩：「凌晨過驪山，御榻在嵽嵲。」","NA"
"chan2~yan2","chán~yán","chan~yan","嶄巗","崭巗","dzram~ngjaem","NA~NA","山","RR","嶄巖, 嶄巗","cragged cliffs, craggy steeps, steeply scarped","NA","NA"
"chan2~yan2","chán~yán","chan~yan","嶄巖","崭巖","dzram~ngjaem","NA~*[ŋ]ˤr[a]m (< uvular?)","山","RR","嶄巖, 嶄巗","cragged cliffs, craggy steeps, steeply scarped","NA","NA"
"lin2~xun2","lín~xún","lin~xun","嶙峋","嶙峋","lin~swin","NA~NA","山","RR","NA","towering, tier upon tier, overlapping cliffs","山石奇兀聳峭的樣子。清．嚴復．甲辰出都呈同里諸公詩：「東行欲盡未盡時，盤薄嶙峋作奇怪。」形容人清瘦見骨的樣子。如：「瘦骨嶙峋」。形容為人剛毅正直。如：「文天祥風骨嶙峋，其至死不屈的節操傳誦千古。」","NA"
"ye4~e2","yè~é","ye~e","嶪峨","嶪峨","ngjaep~nga","NA~NA","山","RR","嶪嶪, 嶫嶫, 嶪峨, 嶫峨, 嶪峩, 嶪峩","jaggedly jutting, heaped high","NA","NA"
"ye4~e2","yè~é","ye~e","嶪峩","嶪峩","ngjaep~nga","NA~NA","山","RR","嶪嶪, 嶫嶫, 嶪峨, 嶫峨, 嶪峩, 嶪峩","jaggedly jutting, heaped high","NA","NA"
"ye4~e2","yè~é","ye~e","嶫峨","嶫峨","ngjaep~nga","NA~NA","山","RR","嶪嶪, 嶫嶫, 嶪峨, 嶫峨, 嶪峩, 嶪峩","jaggedly jutting, heaped high","NA","NA"
"ke3~ke3","kě~kě","ke~ke","嶱嵑","嶱嵑","khat~khat","NA~NA","山","RR","NA","scarped and sloped (of mountains)","NA","NA"
"cuan2~wan2","cuán~wán","cuan~wan","巑岏","巑岏","dzwan~wan","NA~NA","山","RR","NA","sheer and steep; to shrink back","NA","NA"
"qiao3~lao3","qiǎo~lǎo","qiao~lao","巧老","巧老","khaewX~lawX","*[kʰ]ˤruʔ~*C.rˤuʔ","NA","RR","NA","hollow and open, emptily agape","NA","NA"
"ci1~chi2","cī~chí","ci~chi","差池","差池","tsrje~drje","*tsʰraj~*Cə.lraj","NA","RR","柴池","uneven and unequal (appearance); erratically arrayed; zig-zag; one way or another;","意外。唐．李端．古別離詩二首之二：「後事忽差池，前期日空在。」西遊記．第十九回：「不是胡說，只恐一時間有些兒差池，卻不是和尚誤了做，老婆誤了娶。」差錯、錯誤。三國演義．第七十三回：「吾若得勝回來之日，稍有差池，二罪俱罰。」水滸傳．第八回：「自蒙泰山錯愛，將令愛嫁事小人，已經三載，不曾有半些兒差池。」近錯誤亦作「差遲」。參差不齊。詩經．邶風．燕燕：「燕燕于飛，差池其羽。」南朝宋．鮑照．擬行路難十八首之三：「春燕差池風散梅，開幃對景弄禽雀。」","synonymous with 參差 cen1ci1"
"yao4~miao4","yào~miào","yao~miao","幼妙","幼妙","'jewH~mjiewH","*[ʔ](r)iw-s~*[m]ew(ʔ)-s","NA","RR","幼妙, 幼眇","dulcet and delicate, faint and fine; beautiful and becoming","NA","yao4 usually pronounced as you4"
"yao4~miao4","yào~miào","yao~miao","幼眇","幼眇","'jewH~mjiewH","*[ʔ](r)iw-s~*[m]ewʔ","NA","RR","幼妙, 幼眇","dulcet and delicate, faint and fine; beautiful and becoming","NA","yao4 usually pronounced as you4"
"xiao2~liao2","xiáo~liáo","xiao~liao","庨窌","庨窌","xaew~ljew","NA~NA","NA","RR","NA","gaping and gawping, gaping wide","NA","NA"
"chi4~chu4","chì~chù","chi~chu","彳亍","彳亍","trhjek~trhjowk","NA~NA","彳","RR","NA","starting and stopping; advancing haltinging","彳，左步。亍，右步。彳亍指緩步慢行。文選．潘岳．射雉賦：「彳亍中輟，馥焉中鏑。」唐．柳宗元．答周君巢餌藥久壽書：「彳亍而無所趨，拳拘而不能肆。」","NA"
"pang2~yang2","páng~yáng","pang~yang","彷徉","彷徉","bwang~yang","*[b]ˤaŋ~NA","彳","RR","倘佯, 徜徉, 彷徉","shilly-shally, shift back and forth, havering and wavering","徘徊不進。楚辭．屈原．招魂：「彷徉無所倚，廣大無所極些。」","NA"
"zheng1~ying2","zhēng~yíng","zheng~ying","征營","征营","tsyeng~yweng","*teŋ~*[ɢ]ʷeŋ","NA","RR","征營, 正營","discomposed, disconcerted, upset and unnerved, timidly","NA","NA"
"chang2~yang2","cháng~yáng","chang~yang","徜徉","徜徉","dzyang~yang","NA~NA","彳","RR","倘佯, 徜徉, 彷徉","shilly-shally, shift back and forth, havering and wavering","安閒自在的徘徊。唐．韓愈．送李愿歸盤谷序：「膏吾車兮秣吾馬，從子於盤兮，終吾生以徜徉。」儒林外史．第五十五回：「向梅根冶後，幾番嘯傲；杏花村裡，幾度徜徉。」近徘徊亦作「倘佯」。","NA"
"dao1~da2","dāo~dá","dao~da","忉怛","忉怛","taw~tat","NA~*tˤat","心","RR","NA","painfully and plaintive; hopeless","悲傷。文選．李陵．答蘇武書：「異方之樂，秖令人悲，增忉怛耳。」文選．王粲．登樓賦：「心悽愴以感發兮，意忉怛而憯惻。」","NA"
"zhong1~meng2","zhōng~méng","zhong~meng","忪懞","忪懞","tsyowng~muwng","NA~NA","心","RR","NA","trembling and terrified","NA","NA"
"kou4~mao4","kòu~mào","kou~mao","怐愗","怐愗","khuwH~muwH","NA~NA","心","RR","NA","blocked and bitter at heart, failed and foolish","NA","cf. 溝瞀 kou4mao4 dumb and foolish"
"fu2~yu4","fú~yù","fu~yu","怫鬱","怫鬱","bjut~'jut","*[b][u]t-s~*qut","NA","RR","NA","uneasy and unsettled; dejected","憂恚的樣子。楚辭．東方朔．七諫．沉江：「不顧地以貪名兮，心怫鬱而內傷。」文選．曹操．苦寒行：「我心何怫鬱，思欲一東歸。」激怒的樣子。後漢書．卷二十四．馬援傳：「今壺頭竟不得進，大眾怫鬱行死，誠可痛惜。」近憤懣","怫 fu2 also fei4 (MC bj+jH)"
"xi1~huang2","xī~huáng","xi~huang","恓惶","恓惶","sej~hwang","NA~NA","心","RR","恓恓, 恓惶, 恓屑","perturbed, troubled; agitated, unquiet","驚恐煩惱的樣子。唐．韋應物．簡盧陟詩：「恓惶戎旅下，蹉跎淮海濱。」大唐三藏取經詩話上：「前去路途盡是虎狼蛇兔之處，逢人不語，萬種恓惶。」","NA"
"zi4~sui1","zì~suī","zi~sui","恣睢","恣睢","tsijH~sij","*tsi[t]-s~NA","NA","RR","NA","forgetful and free, freewheeling, catch-as-catch-can; unrestrained appetite, fit of frenzy, carried away with, uncontrolled","形容暴橫、放縱。史記．卷六十一．伯夷傳：「盜蹠日殺不辜，肝人之肉，暴戾恣睢，聚黨數千人橫行天下，竟以壽終。」後漢書．卷五十二．崔駰傳：「黎、共奮以跋扈兮，羿、浞狂以恣睢。」自得的樣子。莊子．大宗師：「夫堯既已黥汝以仁義，而劓汝以是非矣。汝將何以遊夫遙蕩恣睢，轉徙之塗乎？」","NA"
"juan4~ji2","juàn~jí","juan~ji","悁急","悁急","kjwenH~kip","*qʷen~*[k](r)əp","心","RR","NA","irritably impatient, peevish and perverse","著急煩躁。南史．卷二十四．王准之傳：「然寡風素，情悁急，不為時流所重。」宋史．卷三一一．晏殊傳：「殊性剛簡，奉養清儉。累典州，吏民頗畏其悁急。」","cf. modern 狷 (MC kwenH) 急"
"tu2~tan2","tú~tán","tu~tan","悇憛","悇憛","thu~dam","NA~NA","心","RR","NA","downcast and disquieted","NA","is not the same as 憛悇"
"chang4~wang4","chàng~wàng","chang~wang","悵望","怅望","trhjangH~mjangH","*tʰraŋ-s~*maŋ","NA","RR","悵惘？","to long despondently","情緒落寞而有所想望。唐．杜甫．詠懷古跡詩五首之二：「悵望千秋一灑淚，蕭條異代不同時。」唐．崔塗．鸚鵡洲即事詩：「悵望春襟鬱未開，重吟鸚鵡益堪哀。」","NA"
"kong1~kuan3","kōng~kuǎn","kong~kuan","悾款","悾款","khuwng~khwanX","NA~NA","NA","RR","NA","innocent and simple-hearted","誠懇。南朝梁．任昉．府僚重請牋：「某等不達通變，實有愚誠，不任悾款。」","N.B. 款 kuan3 earnest and sincere"
"hu1~huang3","hū~huǎng","hu~huang","惚恍","惚恍","xu~xwangX","*m̥ˤut~NA","心","RR","惚怳、恍惚、怳惚、荒忽、 芒 huang3 忽","dazed; distracted, muddled, murky, hazy","混沌不清。文選．潘岳．西征賦：「古往今來，邈矣悠哉，寥廓惚恍，化一氣而甄三才。」神志迷糊。唐．張說．東山記：「雲木虛吟，惚恍疑夢。」","NA"
"chang3~huang3","chǎng~huǎng","chang~huang","惝怳","惝怳","tsyhangX~xjangX","*tʰaŋʔ~NA","心","RR","惝恍","fazed; disconcerted","失意不悅的樣子。楚辭．屈原．遠遊：「步徙倚而遙思兮，怊惝怳而乖懷。」宋．司馬光．劉道原十國紀年序：「以道原之耿介，其不容於人、齟齬以沒固宜，天何為復病而夭之邪？此益使人痛惋惝怳而不能忘者也。」亦作「惝然」。迷糊不清的樣子。楚辭．屈原．遠遊：「視儵忽而無見兮，聽惝怳而無聞。」","NA"
